user_id,user_embedding
38,"0.0,0.0,0.0,0.0,0.001509957,0.18657275,0.0,1.4261675"
39,"0.0,0.0,0.0,0.0,0.0017834827,0.18656102,0.0,1.4216363"
40,"0.0,0.0,0.0,0.0,0.0017652987,0.18605246,0.0,1.2162986"
41,"0.0,0.0,0.0,0.0,0.0011676075,0.1861922,0.0,1.2546672"
42,"0.0,0.0,0.0,0.0,0.0010702079,0.18685867,0.0,1.5056057"
43,"0.0,0.0,0.0,0.0,0.0016628988,0.18648121,0.0,1.365577"
44,"0.0,0.0,0.0,0.0,0.0034906818,0.18723843,0.0,1.7620375"
45,"0.0,0.0,0.0,0.0,0.0021238606,0.18629576,0.0,1.3106118"
46,"0.0,0.0,0.0,0.0,0.0012670159,0.18636394,0.0,1.31549"
47,"0.0,0.0,0.0,0.0,0.0011281422,0.18570481,0.0,1.065583"
48,"0.0,0.0,0.0,0.0,0.0,0.18505134,0.0,0.8660181"
49,"0.0,0.0,0.0,0.0,0.0021036146,0.1867357,0.0,1.4456367"
50,"0.0,0.0,0.0,0.0,0.0,0.18525712,0.0,0.9436398"
51,"0.0,0.0,0.0,0.0,0.0018936452,0.1865989,0.0,1.4426672"
52,"0.0,0.0,0.0,0.0,0.0016100435,0.18647042,0.0,1.3570392"
53,"0.0,0.0,0.0,0.0,0.004346869,0.18873006,0.0,2.39438"
54,"0.0,0.0,0.0,0.0,0.0018443707,0.18644342,0.0,1.410216"
55,"0.0,0.0,0.0,0.0,0.0014822371,0.18596227,0.0,1.1646327"
56,"0.0,0.0,0.0,0.0,0.00060253125,0.18622991,0.0,1.1905512"
57,"0.0,0.0,0.0,0.0,0.0,0.18518099,0.0,0.9090035"
58,"0.0,0.0,0.0,0.0,0.002649609,0.1875447,0.0,1.768124"
59,"0.0,0.0,0.0,0.0,0.00018295366,0.18511051,0.0,0.9727663"
60,"0.0,0.0,0.0,0.0,0.0027445974,0.1868087,0.0,1.6083187"
61,"0.0,0.0,0.0,0.0,0.0009917095,0.18531188,0.0,1.0180628"
62,"0.0,0.0,0.0,0.0,0.0006138594,0.18549483,0.0,1.0136085"
63,"0.0,0.0,0.0,0.0,0.0022570798,0.18684316,0.0,1.583545"
64,"0.0,0.0,0.0,0.0,0.0013532918,0.18628038,0.0,1.3007213"
65,"0.0,0.0,0.0,0.0,0.0036619613,0.18788087,0.0,2.0425406"
66,"0.0,0.0,0.0,0.0,0.0036395388,0.18799363,0.0,1.9736711"
67,"0.0,0.0,0.0,0.0,0.0025664074,0.18714343,0.0,1.630058"
68,"0.0,0.0,0.0,0.0,0.0016619475,0.18622226,0.0,1.2810593"
69,"0.0,0.0,0.0,0.0,0.0010821698,0.1866363,0.0,1.3674471"
70,"0.0,0.0,0.0,0.0,0.0015340997,0.18641485,0.0,1.3074932"
71,"0.0,0.0,0.0,0.0,0.0017630933,0.18631084,0.0,1.3080301"
72,"0.0,0.0,0.0,0.0,0.0017629694,0.18645439,0.0,1.3502386"
73,"0.0,0.0,0.0,0.0,0.0015714215,0.18655594,0.0,1.3990273"
74,"0.0,0.0,0.0,0.0,0.0026072934,0.18690285,0.0,1.6017131"
75,"0.0,0.0,0.0,0.0,0.0026552146,0.18716504,0.0,1.7030357"
76,"0.0,0.0,0.0,0.0,0.0019978592,0.18678057,0.0,1.5397899"
77,"0.0,0.0,0.0,0.0,0.0010675131,0.1859535,0.0,1.1282374"
78,"0.0,0.0,0.0,0.0,0.0016331701,0.18658729,0.0,1.4130619"
79,"0.0,0.0,0.0,0.0,0.0013295473,0.18566364,0.0,1.0932373"
80,"0.0,0.0,0.0,0.0,0.0015561683,0.18548127,0.0,1.1383766"
81,"0.0,0.0,0.0,0.0,0.0024293624,0.18742992,0.0,1.7386158"
82,"0.0,0.0,0.0,0.0,0.0022316882,0.18665998,0.0,1.3989732"
83,"0.0,0.0,0.0,0.0,0.0,0.18513429,0.0,0.9246124"
84,"0.0,0.0,0.0,0.0,0.0015563029,0.1862437,0.0,1.2809229"
85,"0.0,0.0,0.0,0.0,0.001563299,0.18657202,0.0,1.372273"
86,"0.0,0.0,0.0,0.0,0.0029206183,0.18743868,0.0,1.824042"
87,"0.0,0.0,0.0,0.0,0.0,0.18501598,0.0,0.93268776"
88,"0.0,0.0,0.0,0.0,0.0020376416,0.18687654,0.0,1.566436"
89,"0.0,0.0,0.0,0.0,0.0014755921,0.18518078,0.0,1.047159"
90,"0.0,0.0,0.0,0.0,0.002989878,0.18657075,0.0,1.5545185"
91,"0.0,0.0,0.0,0.0,0.0027636597,0.18734674,0.0,1.8012283"
92,"0.0,0.0,0.0,0.0,0.0,0.18486284,0.0,0.6127598"
93,"0.0,0.0,0.0,0.0,0.0015356275,0.18541414,0.0,1.0605447"
94,"0.0,0.0,0.0,0.0,0.0019780518,0.18633832,0.0,1.3163741"
95,"0.0,0.0,0.0,0.0,0.001682092,0.18572012,0.0,1.1447105"
96,"0.0,0.0,0.0,0.0,0.0012972392,0.1857698,0.0,1.1117442"
97,"0.0,0.0,0.0,0.0,0.0024157604,0.18712997,0.0,1.634955"
98,"0.0,0.0,0.0,0.0,0.0023929775,0.1873269,0.0,1.7170371"
99,"0.0,0.0,0.0,0.0,0.0,0.18483253,0.0,0.8047196"
100,"0.0,0.0,0.0,0.0,0.0016049743,0.18572454,0.0,1.124439"
101,"0.0,0.0,0.0,0.0,0.0027182344,0.18757938,0.0,1.8453912"
102,"0.0,0.0,0.0,0.0,0.0012557539,0.18668509,0.0,1.3990316"
103,"0.0,0.0,0.0,0.0,0.003608155,0.18782404,0.0,1.9979358"
104,"0.0,0.0,0.0,0.0,0.0013879938,0.18604688,0.0,1.207423"
105,"0.0,0.0,0.0,0.0,0.0036053918,0.18736026,0.0,1.8493882"
106,"0.0,0.0,0.0,0.0,0.0011000084,0.18625097,0.0,1.251046"
107,"0.0,0.0,0.0,0.0,0.002340068,0.18631697,0.0,1.3192165"
108,"0.0,0.0,0.0,0.0,0.0013641105,0.18587415,0.0,1.122665"
109,"0.0,0.0,0.0,0.0,0.0021445695,0.18652049,0.0,1.4146657"
110,"0.0,0.0,0.0,0.0,0.0,0.18498023,0.0,0.88813865"
111,"0.0,0.0,0.0,0.0,0.0015597767,0.18642628,0.0,1.3427546"
112,"0.0,0.0,0.0,0.0,0.0025735144,0.18688712,0.0,1.6028484"
113,"0.0,0.0,0.0,0.0,0.002075728,0.18638116,0.0,1.3869874"
114,"0.0,0.0,0.0,0.0,0.0009495723,0.18608299,0.0,1.2055017"
115,"0.0,0.0,0.0,0.0,0.002488031,0.18688893,0.0,1.5151961"
116,"0.0,0.0,0.0,0.0,0.0025772192,0.18665072,0.0,1.4574964"
117,"0.0,0.0,0.0,0.0,0.0018615676,0.18654442,0.0,1.3034627"
118,"0.0,0.0,0.0,0.0,0.0021824287,0.186279,0.0,1.311101"
119,"0.0,0.0,0.0,0.0,0.0020670444,0.18685761,0.0,1.4885266"
120,"0.0,0.0,0.0,0.0,0.00094142,0.18620846,0.0,1.1895138"
121,"0.0,0.0,0.0,0.0,0.0022617308,0.18692456,0.0,1.5519542"
122,"0.0,0.0,0.0,0.0,0.00096628396,0.18608981,0.0,1.1353141"
123,"0.0,0.0,0.0,0.0,0.0018419344,0.18591686,0.0,1.1993508"
124,"0.0,0.0,0.0,0.0,0.0017512264,0.1860712,0.0,1.2328464"
125,"0.0,0.0,0.0,0.0,0.0022147754,0.18615867,0.0,1.3008307"
126,"0.0,0.0,0.0,0.0,0.001912835,0.1862546,0.0,1.2864666"
127,"0.0,0.0,0.0,0.0,0.001422639,0.185901,0.0,1.1538451"
128,"0.0,0.0,0.0,0.0,0.0020846287,0.1855323,0.0,1.1394079"
129,"0.0,0.0,0.0,0.0,0.0024340032,0.18740566,0.0,1.7599831"
130,"0.0,0.0,0.0,0.0,0.0032627601,0.187302,0.0,1.7685112"
131,"0.0,0.0,0.0,0.0,0.0013912218,0.18612108,0.0,1.2125559"
132,"0.0,0.0,0.0,0.0,0.0026050638,0.18678701,0.0,1.5484947"
133,"0.0,0.0,0.0,0.0,0.0021862723,0.18706742,0.0,1.6138576"
134,"0.0,0.0,0.0,0.0,0.0,0.184816,0.0,0.7175424"
135,"0.0,0.0,0.0,0.0,0.00041337172,0.18550067,0.0,1.0029194"
136,"0.0,0.0,0.0,0.0,0.0,0.18503617,0.0,0.6334073"
137,"0.0,0.0,0.0,0.0,0.0023903167,0.18680719,0.0,1.4974904"
138,"0.0,0.0,0.0,0.0,0.0016492177,0.18691683,0.0,1.5597525"
139,"0.0,0.0,0.0,0.0,0.00025036186,0.18627492,0.0,1.1687242"
140,"0.0,0.0,0.0,0.0,0.0010081637,0.1860146,0.0,1.2261028"
141,"0.0,0.0,0.0,0.0,0.0014419714,0.18565111,0.0,1.0729911"
142,"0.0,0.0,0.0,0.0,0.0010346072,0.18597576,0.0,1.1584218"
143,"0.0,0.0,0.0,0.0,0.0018539168,0.18628328,0.0,1.3541496"
144,"0.0,0.0,0.0,0.0,0.0017428705,0.1860309,0.0,1.2196524"
145,"0.0,0.0,0.0,0.0,0.0011027418,0.18602124,0.0,1.1823423"
146,"0.0,0.0,0.0,0.0,0.0023848144,0.18788724,0.0,1.9505634"
147,"0.0,0.0,0.0,0.0,0.0013394561,0.18641262,0.0,1.2735915"
148,"0.0,0.0,0.0,0.0,0.0034438157,0.18645157,0.0,1.5341606"
149,"0.0,0.0,0.0,0.0,0.0011930414,0.18662472,0.0,1.4246323"
150,"0.0,0.0,0.0,0.0,0.002339122,0.18700445,0.0,1.6001501"
151,"0.0,0.0,0.0,0.0,0.00081000756,0.18652427,0.0,1.3648102"
152,"0.0,0.0,0.0,0.0,0.0015262133,0.18645132,0.0,1.3106945"
153,"0.0,0.0,0.0,0.0,0.002417055,0.18680373,0.0,1.533458"
154,"0.0,0.0,0.0,0.0,0.00010224618,0.18514635,0.0,0.9663829"
155,"0.0,0.0,0.0,0.0,0.0026543932,0.18707089,0.0,1.6198655"
156,"0.0,0.0,0.0,0.0,0.003273544,0.1878645,0.0,1.9866543"
157,"0.0,0.0,0.0,0.0,0.0015881537,0.18584391,0.0,1.1965535"
158,"0.0,0.0,0.0,0.0,0.0021733101,0.18622728,0.0,1.325876"
159,"0.0,0.0,0.0,0.0,0.0015111323,0.18552418,0.0,1.0835356"
160,"0.0,0.0,0.0,0.0,0.0010940866,0.18561423,0.0,1.0795647"
161,"0.0,0.0,0.0,0.0,0.0047684647,0.18847685,0.0,2.3120828"
162,"0.0,0.0,0.0,0.0,0.002346131,0.18736272,0.0,1.7032517"
163,"0.0,0.0,0.0,0.0,0.0,0.18384326,0.0,0.42756084"
164,"0.0,0.0,0.0,0.0,0.0018816581,0.18609276,0.0,1.2723694"
165,"0.0,0.0,0.0,0.0,0.0020133303,0.18652207,0.0,1.3858073"
166,"0.0,0.0,0.0,0.0,0.0015884219,0.18653053,0.0,1.407755"
167,"0.0,0.0,0.0,0.0,0.0,0.18537001,0.0,0.9377139"
168,"0.0,0.0,0.0,0.0,0.0018223934,0.18599865,0.0,1.252101"
169,"0.0,0.0,0.0,0.0,0.0012633065,0.18580346,0.0,1.1152011"
170,"0.0,0.0,0.0,0.0,0.001767585,0.18645549,0.0,1.3869735"
171,"0.0,0.0,0.0,0.0,0.0027144253,0.18660098,0.0,1.4400334"
172,"0.0,0.0,0.0,0.0,0.0013273573,0.18626194,0.0,1.2874901"
173,"0.0,0.0,0.0,0.0,0.0024865894,0.18722852,0.0,1.6564487"
174,"0.0,0.0,0.0,0.0,0.001837288,0.18655272,0.0,1.348161"
175,"0.0,0.0,0.0,0.0,0.0023983065,0.1874003,0.0,1.7474304"
176,"0.0,0.0,0.0,0.0,0.001860653,0.18654458,0.0,1.4064958"
177,"0.0,0.0,0.0,0.0,0.0013391483,0.18544121,0.0,1.0869694"
178,"0.0,0.0,0.0,0.0,0.0024547074,0.1858494,0.0,1.2254944"
179,"0.0,0.0,0.0,0.0,0.0,0.18488392,0.0,0.7646087"
180,"0.0,0.0,0.0,0.0,0.0026019625,0.1865361,0.0,1.4455394"
181,"0.0,0.0,0.0,0.0,0.002514597,0.18660401,0.0,1.4655764"
182,"0.0,0.0,0.0,0.0,0.0017743399,0.1867024,0.0,1.4583063"
183,"0.0,0.0,0.0,0.0,0.0022982368,0.18736158,0.0,1.7558503"
184,"0.0,0.0,0.0,0.0,0.0013329429,0.18652165,0.0,1.3435953"
185,"0.0,0.0,0.0,0.0,0.0022486867,0.18656231,0.0,1.4645386"
186,"0.0,0.0,0.0,0.0,0.0035905978,0.18802162,0.0,2.0468144"
187,"0.0,0.0,0.0,0.0,0.002592992,0.1876217,0.0,1.8757237"
188,"0.0,0.0,0.0,0.0,0.0023109252,0.18559277,0.0,1.1787663"
189,"0.0,0.0,0.0,0.0,0.0015578391,0.18611522,0.0,1.2432934"
190,"0.0,0.0,0.0,0.0,0.0017369576,0.18559682,0.0,1.0803432"
191,"0.0,0.0,0.0,0.0,0.0019442374,0.18624233,0.0,1.3327277"
192,"0.0,0.0,0.0,0.0,0.0009351205,0.18591402,0.0,1.1594095"
193,"0.0,0.0,0.0,0.0,0.0016906699,0.18619457,0.0,1.2882441"
194,"0.0,0.0,0.0,0.0,0.0017239186,0.18644528,0.0,1.3790773"
195,"0.0,0.0,0.0,0.0,0.0028385948,0.18753557,0.0,1.773204"
196,"0.0,0.0,0.0,0.0,0.0027264506,0.18728337,0.0,1.6957499"
197,"0.0,0.0,0.0,0.0,0.0015573301,0.18583126,0.0,1.1776917"
198,"0.0,0.0,0.0,0.0,0.0024042549,0.18666351,0.0,1.4763803"
199,"0.0,0.0,0.0,0.0,0.0016500452,0.18650387,0.0,1.3344691"
200,"0.0,0.0,0.0,0.0,0.00096713053,0.18617548,0.0,1.2089226"
201,"0.0,0.0,0.0,0.0,0.0010581282,0.18629071,0.0,1.2315719"
202,"0.0,0.0,0.0,0.0,0.0017734552,0.18626875,0.0,1.3080955"
203,"0.0,0.0,0.0,0.0,0.0,0.18483108,0.0,0.731483"
204,"0.0,0.0,0.0,0.0,0.0020753732,0.18698843,0.0,1.5958788"
205,"0.0,0.0,0.0,0.0,0.0023336224,0.18678117,0.0,1.5399066"
206,"0.0,0.0,0.0,0.0,0.0017810063,0.18613857,0.0,1.2358334"
207,"0.0,0.0,0.0,0.0,0.0015174914,0.18568322,0.0,1.1214278"
208,"0.0,0.0,0.0,0.0,0.001868749,0.18570702,0.0,1.1279181"
209,"0.0,0.0,0.0,0.0,0.00038783532,0.18522312,0.0,0.98858535"
210,"0.0,0.0,0.0,0.0,0.002476872,0.18709745,0.0,1.5845761"
211,"0.0,0.0,0.0,0.0,0.0029732566,0.18668051,0.0,1.5235878"
212,"0.0,0.0,0.0,0.0,0.0022415128,0.18664134,0.0,1.4635823"
213,"0.0,0.0,0.0,0.0,0.0016682311,0.18645039,0.0,1.4157828"
214,"0.0,0.0,0.0,0.0,0.0002781069,0.18578333,0.0,1.0622771"
215,"0.0,0.0,0.0,0.0,0.0022326894,0.18691958,0.0,1.5431001"
216,"0.0,0.0,0.0,0.0,0.0018543992,0.18619417,0.0,1.2402481"
217,"0.0,0.0,0.0,0.0,0.0011222656,0.18564469,0.0,1.064088"
218,"0.0,0.0,0.0,0.0,0.00073298765,0.18530346,0.0,0.9995297"
219,"0.0,0.0,0.0,0.0,0.0007234728,0.18559134,0.0,1.0277276"
220,"0.0,0.0,0.0,0.0,0.0024936087,0.18690361,0.0,1.5690581"
221,"0.0,0.0,0.0,0.0,0.0013466952,0.18647157,0.0,1.310522"
222,"0.0,0.0,0.0,0.0,0.0018414622,0.18697993,0.0,1.56795"
223,"0.0,0.0,0.0,0.0,0.0025080768,0.18686314,0.0,1.484129"
224,"0.0,0.0,0.0,0.0,0.0,0.18510304,0.0,0.81686807"
225,"0.0,0.0,0.0,0.0,0.000937887,0.18596345,0.0,1.1762192"
226,"0.0,0.0,0.0,0.0,0.0013538059,0.18643512,0.0,1.3352832"
227,"0.0,0.0,0.0,0.0,0.0009525032,0.18617176,0.0,1.2496905"
228,"0.0,0.0,0.0,0.0,0.0016222526,0.18647383,0.0,1.3385694"
229,"0.0,0.0,0.0,0.0,0.0011676215,0.1855819,0.0,1.0533667"
230,"0.0,0.0,0.0,0.0,0.0027260026,0.18728697,0.0,1.7924109"
231,"0.0,0.0,0.0,0.0,0.0027835248,0.18743944,0.0,1.7480985"
232,"0.0,0.0,0.0,0.0,0.0009356681,0.18629894,0.0,1.3046062"
233,"0.0,0.0,0.0,0.0,0.0021408927,0.18720758,0.0,1.685211"
234,"0.0,0.0,0.0,0.0,0.0023643803,0.18698326,0.0,1.5933814"
235,"0.0,0.0,0.0,0.0,0.0024300897,0.18717152,0.0,1.6774199"
236,"0.0,0.0,0.0,0.0,0.0012478796,0.1861383,0.0,1.2121363"
237,"0.0,0.0,0.0,0.0,0.0013517146,0.18591824,0.0,1.1451027"
238,"0.0,0.0,0.0,0.0,0.001686099,0.18597424,0.0,1.2709641"
239,"0.0,0.0,0.0,0.0,0.00061637396,0.18594655,0.0,1.1280107"
240,"0.0,0.0,0.0,0.0,0.002487787,0.18562606,0.0,1.1395357"
241,"0.0,0.0,0.0,0.0,0.0012617717,0.1868,0.0,1.420264"
242,"0.0,0.0,0.0,0.0,0.0,0.18528472,0.0,0.9520925"
243,"0.0,0.0,0.0,0.0,0.0020525325,0.186633,0.0,1.4227229"
244,"0.0,0.0,0.0,0.0,0.0019941516,0.18641734,0.0,1.3868148"
245,"0.0,0.0,0.0,0.0,0.0,0.18476748,0.0,0.7502626"
246,"0.0,0.0,0.0,0.0,0.0011085034,0.18593007,0.0,1.1687216"
247,"0.0,0.0,0.0,0.0,0.0020604627,0.18650822,0.0,1.3668615"
248,"0.0,0.0,0.0,0.0,0.0019059731,0.18625268,0.0,1.2586743"
249,"0.0,0.0,0.0,0.0,0.0016963198,0.1864274,0.0,1.363732"
250,"0.0,0.0,0.0,0.0,0.0018894523,0.18601567,0.0,1.2513565"
251,"0.0,0.0,0.0,0.0,0.0027107531,0.18577191,0.0,1.2234111"
252,"0.0,0.0,0.0,0.0,0.0029787077,0.18734397,0.0,1.7405788"
253,"0.0,0.0,0.0,0.0,0.0011738804,0.18647806,0.0,1.3266245"
254,"0.0,0.0,0.0,0.0,0.00243562,0.18665664,0.0,1.4578583"
255,"0.0,0.0,0.0,0.0,0.002274097,0.1868042,0.0,1.5321841"
256,"0.0,0.0,0.0,0.0,0.0020768372,0.1857306,0.0,1.1655031"
257,"0.0,0.0,0.0,0.0,0.0031447895,0.18739302,0.0,1.7539306"
258,"0.0,0.0,0.0,0.0,0.0016676248,0.18671279,0.0,1.4591179"
259,"0.0,0.0,0.0,0.0,0.0019098995,0.18698202,0.0,1.5961717"
260,"0.0,0.0,0.0,0.0,0.00097297784,0.18626018,0.0,1.2652386"
261,"0.0,0.0,0.0,0.0,0.0008878461,0.18636185,0.0,1.2973927"
262,"0.0,0.0,0.0,0.0,0.0008398695,0.18649314,0.0,1.3276856"
263,"0.0,0.0,0.0,0.0,0.0,0.18473865,0.0,0.6178751"
264,"0.0,0.0,0.0,0.0,0.0,0.18484396,0.0,0.844166"
265,"0.0,0.0,0.0,0.0,0.0013350896,0.18650511,0.0,1.3417385"
266,"0.0,0.0,0.0,0.0,0.001807956,0.18684386,0.0,1.478786"
267,"0.0,0.0,0.0,0.0,0.0022304207,0.18618128,0.0,1.2886298"
268,"0.0,0.0,0.0,0.0,0.0017122179,0.18659928,0.0,1.3556875"
269,"0.0,0.0,0.0,0.0,0.0011085551,0.18610923,0.0,1.1698472"
270,"0.0,0.0,0.0,0.0,0.003202688,0.18703982,0.0,1.6461967"
271,"0.0,0.0,0.0,0.0,0.0023935027,0.18723224,0.0,1.7173342"
272,"0.0,0.0,0.0,0.0,0.0026787156,0.18720016,0.0,1.6931399"
273,"0.0,0.0,0.0,0.0,0.0022447305,0.18677175,0.0,1.5244291"
274,"0.0,0.0,0.0,0.0,0.0041300664,0.18858735,0.0,2.290371"
275,"0.0,0.0,0.0,0.0,0.0019016312,0.18669952,0.0,1.4499087"
276,"0.0,0.0,0.0,0.0,0.0021319268,0.18596919,0.0,1.2292544"
277,"0.0,0.0,0.0,0.0,0.0005436032,0.18570246,0.0,1.049438"
278,"0.0,0.0,0.0,0.0,0.0046611475,0.18813276,0.0,2.1887493"
279,"0.0,0.0,0.0,0.0,0.0009768521,0.18555869,0.0,1.0428791"
280,"0.0,0.0,0.0,0.0,0.0019522151,0.18582083,0.0,1.2099602"
281,"0.0,0.0,0.0,0.0,0.0010937373,0.18636672,0.0,1.2234163"
282,"0.0,0.0,0.0,0.0,0.00057105906,0.18521033,0.0,0.9939416"
283,"0.0,0.0,0.0,0.0,0.002337736,0.18713838,0.0,1.5958891"
284,"0.0,0.0,0.0,0.0,0.0014838758,0.18581444,0.0,1.1417465"
285,"0.0,0.0,0.0,0.0,0.0020908313,0.18695597,0.0,1.5170609"
286,"0.0,0.0,0.0,0.0,0.0005786596,0.18603218,0.0,1.1505463"
287,"0.0,0.0,0.0,0.0,0.0025127446,0.1861758,0.0,1.3344891"
288,"0.0,0.0,0.0,0.0,0.0036259666,0.18815687,0.0,2.0824127"
289,"0.0,0.0,0.0,0.0,0.0007810625,0.18579319,0.0,1.058125"
290,"0.0,0.0,0.0,0.0,0.00082405657,0.18651754,0.0,1.3561558"
291,"0.0,0.0,0.0,0.0,0.0023709722,0.18651178,0.0,1.4591767"
292,"0.0,0.0,0.0,0.0,0.0015770649,0.1864422,0.0,1.3112762"
293,"0.0,0.0,0.0,0.0,0.0016894103,0.18602303,0.0,1.3024006"
294,"0.0,0.0,0.0,0.0,0.0019643577,0.18604164,0.0,1.2274572"
295,"0.0,0.0,0.0,0.0,0.002419468,0.1869771,0.0,1.5796268"
296,"0.0,0.0,0.0,0.0,0.0029438315,0.18678537,0.0,1.591187"
297,"0.0,0.0,0.0,0.0,0.0014429414,0.18617854,0.0,1.2840881"
298,"0.0,0.0,0.0,0.0,0.001663384,0.18673594,0.0,1.4427478"
299,"0.0,0.0,0.0,0.0,0.0021756021,0.18662323,0.0,1.4577355"
300,"0.0,0.0,0.0,0.0,0.0024678698,0.18720278,0.0,1.7012638"
301,"0.0,0.0,0.0,0.0,0.0015784465,0.18629889,0.0,1.3164055"
302,"0.0,0.0,0.0,0.0,0.0007541054,0.18546993,0.0,1.0204479"
303,"0.0,0.0,0.0,0.0,0.0017101769,0.18675265,0.0,1.4441636"
304,"0.0,0.0,0.0,0.0,0.0012419443,0.18565187,0.0,1.090296"
305,"0.0,0.0,0.0,0.0,0.0,0.18489686,0.0,0.73652476"
306,"0.0,0.0,0.0,0.0,0.0023837006,0.18701778,0.0,1.561562"
307,"0.0,0.0,0.0,0.0,0.0041118553,0.18762127,0.0,1.9748422"
308,"0.0,0.0,0.0,0.0,0.0016197027,0.18649276,0.0,1.3633752"
309,"0.0,0.0,0.0,0.0,0.0013924162,0.18624812,0.0,1.276587"
310,"0.0,0.0,0.0,0.0,0.0020070802,0.18685463,0.0,1.502234"
311,"0.0,0.0,0.0,0.0,0.0012754169,0.18589161,0.0,1.1669114"
312,"0.0,0.0,0.0,0.0,0.0,0.1849592,0.0,0.8138611"
313,"0.0,0.0,0.0,0.0,0.0015392089,0.18680586,0.0,1.4327748"
314,"0.0,0.0,0.0,0.0,0.0024429401,0.18632162,0.0,1.3793762"
315,"0.0,0.0,0.0,0.0,0.0016852939,0.18626487,0.0,1.3399689"
316,"0.0,0.0,0.0,0.0,0.003790698,0.18706016,0.0,1.7745874"
317,"0.0,0.0,0.0,0.0,0.0017281282,0.18637307,0.0,1.3405383"
318,"0.0,0.0,0.0,0.0,0.0024013687,0.1862821,0.0,1.4224552"
319,"0.0,0.0,0.0,0.0,0.0019379007,0.18559721,0.0,1.1158397"
320,"0.0,0.0,0.0,0.0,0.0005535474,0.18541756,0.0,1.0017042"
321,"0.0,0.0,0.0,0.0,0.001491522,0.18607374,0.0,1.2306552"
322,"0.0,0.0,0.0,0.0,0.0022086715,0.18527845,0.0,1.0937026"
323,"0.0,0.0,0.0,0.0,0.0022387728,0.18620953,0.0,1.3300996"
324,"0.0,0.0,0.0,0.0,0.0031392882,0.18702939,0.0,1.655713"
325,"0.0,0.0,0.0,0.0,0.0031008339,0.18677402,0.0,1.6151328"
326,"0.0,0.0,0.0,0.0,0.00077601336,0.1852482,0.0,1.0178342"
327,"0.0,0.0,0.0,0.0,0.002080122,0.18603362,0.0,1.2650975"
328,"0.0,0.0,0.0,0.0,0.0,0.1848773,0.0,0.90451264"
329,"0.0,0.0,0.0,0.0,0.0,0.18513015,0.0,0.8105475"
